iteration,residual_norm
0,4.919349550499538
1,4.207709221718066
2,3.7007008462964066
3,3.706503079620971
4,3.706002252897042
5,3.682800211768293
6,3.683258885097276
7,3.6933910996391615
8,3.668476676013099
9,3.7158928009112353
10,3.385954933530027
11,3.3525632146745217
12,3.256827111625082
13,3.2979783574404125
14,3.272959779956217
15,3.240206585396306
16,3.2458814416084456
17,3.2365962982175467
18,3.235116879005413
19,3.233889593556163
20,3.2329237962545574
21,3.2143826450413857
22,3.2067408104668944
23,3.1928664042465487
24,3.1818998436661876
25,3.15464894072768
26,3.1295359809008447
27,3.143460551404935
28,3.106862182236111
29,3.076958881853811
30,3.0729077121845787
31,3.008030030676197
32,3.0059995092035487
33,2.9089849912014416
34,2.9393146382409228
35,2.8667407897975146
36,2.8226314340216487
37,2.7694775120789688
38,2.6846829536349146
39,2.627395287077892
40,2.569639674558546
41,2.5437068226999116
42,2.4687706712086412
43,2.374507313936702
44,2.318667585358717
45,2.251818978658152
46,2.1846971856897848
47,2.1343145989733165
48,2.0172491069298504
49,2.02322125819146
50,1.9732517924903286
51,1.9139918985483875
52,1.8405728891570459
53,1.7285785777817688
54,1.5605263641133267
55,1.5409860065037804
56,1.4022105068378352
57,1.3117175390224785
58,1.3284427831999208
59,1.2156928772104678
60,1.1602467970919752
61,1.133647809006097
62,1.0052371291418523
63,0.7889044668193016
64,0.8158839729057024
65,0.6965123199790781
66,0.6429849423843005
67,0.5342516551329897
68,0.5592885985224075
69,0.4738430144946342
70,0.42615461008224076
71,0.24519965228509982
72,0.2963251806937973
73,0.23081776842096172
74,0.12557650581233334
75,0.07827784747663107
76,0.039022483238769855
77,0.016270473298061538
78,0.0009413379582430784
79,0.0012553810883485835
80,0.0006981533328736323
81,4.63871132987077e-05
82,2.0108173830653232e-05
83,9.247434112613307e-07
84,4.484474719655819e-07
85,5.9971327680055274e-09
