iteration,residual_norm
0,3.8105117766515306
1,3.350835257637732
2,2.5522941761593536
3,2.562329069242495
4,2.6059816538994527
5,2.7558610522597924
6,2.7730865652143986
7,2.7640073148643363
8,2.6402135209304007
9,2.53769634766703
10,2.5517404691933487
11,2.562271229201661
12,2.56277411607196
13,2.568880759695681
14,2.5668963223235983
15,2.56832997739395
16,2.5658396040153097
17,2.5606716618900753
18,2.549308368666903
19,2.540478755855283
20,2.5165793646726273
21,2.448324081385441
22,2.4092969907948087
23,2.360237017124896
24,2.324222542994161
25,2.3184534023431906
26,2.171864981782592
27,2.2308463669745997
28,2.1458747052377483
29,2.0920780764536686
30,1.89552926103661
31,1.883125519984549
32,1.7763723710751262
33,1.7937306088718048
34,1.6470913660560496
35,1.627807592550096
36,1.5338990089968756
37,1.432892356515943
38,1.3283291746985029
39,1.190550313447088
40,1.1467851822668753
41,0.9847280266382588
42,0.9693814969661199
43,0.8906522550358942
44,0.7580661449400695
45,0.7305267809798563
46,0.5729142135799792
47,0.5672421045737407
48,0.41291258538317227
49,0.29864065705451925
50,0.3007659444008504
51,0.21733159314142975
52,0.19493375952243547
53,0.09795072988871056
54,0.12692268701889445
55,0.05900422543009613
56,0.002401443072025109
57,0.01066400777418269
58,0.001998921923203808
59,0.00110633840678288
60,0.00012640022737816597
61,1.544400310390901e-05
62,1.3748562815663886e-06
63,1.4588777400508243e-07
64,1.7838137381342877e-08
